Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Alcoholic hepatitis,vomiting,abdominal_pain,abdominal_swelling,bloating,history_of_alcohol_consumption,edema,,,,,,,,,,,
Alcoholic hepatitis,vomiting,jaundice,abdominal_swelling,bloating,history_of_alcohol_consumption,edema,,,,,,,,,,,
Alcoholic hepatitis,vomiting,jaundice,abdominal_pain,bloating,history_of_alcohol_consumption,edema,,,,,,,,,,,
Alcoholic hepatitis,vomiting,jaundice,abdominal_pain,abdominal_swelling,history_of_alcohol_consumption,edema,,,,,,,,,,,
Alcoholic hepatitis,vomiting,jaundice,abdominal_pain,abdominal_swelling,bloating,edema,,,,,,,,,,,
Alcoholic hepatitis,vomiting,jaundice,abdominal_pain,abdominal_swelling,bloating,history_of_alcohol_consumption,,,,,,,,,,,
Alcoholic hepatitis,vomiting,jaundice,abdominal_pain,abdominal_swelling,bloating,history_of_alcohol_consumption,edema,,,,,,,,,,
Tuberculosis,chills,vomiting,fatigue,weight_loss,cough,fever,breathlessness,sweating,loss_of_appetite,fever,jaundice,swollen_lymph_nodes,fatigue,phlegm,chest_pain,rusty_sputum,
Tuberculosis,chills,vomiting,fatigue,weight_loss,cough,fever,breathlessness,sweating,loss_of_appetite,fever,jaundice,swollen_lymph_nodes,fatigue,phlegm,chest_pain,rusty_sputum,
Tuberculosis,vomiting,fatigue,weight_loss,cough,fever,breathlessness,sweating,loss_of_appetite,fever,jaundice,swollen_lymph_nodes,fatigue,phlegm,chest_pain,rusty_sputum,,
Tuberculosis,chills,fatigue,weight_loss,cough,fever,breathlessness,sweating,loss_of_appetite,fever,jaundice,swollen_lymph_nodes,fatigue,phlegm,chest_pain,rusty_sputum,,
Tuberculosis,chills,vomiting,weight_loss,cough,fever,breathlessness,sweating,loss_of_appetite,fever,jaundice,swollen_lymph_nodes,fatigue,phlegm,chest_pain,rusty_sputum,,
Tuberculosis,chills,vomiting,fatigue,cough,fever,breathlessness,sweating,loss_of_appetite,fever,jaundice,swollen_lymph_nodes,fatigue,phlegm,chest_pain,rusty_sputum,,
Tuberculosis,chills,vomiting,fatigue,weight_loss,fever,breathlessness,sweating,loss_of_appetite,fever,jaundice,swollen_lymph_nodes,fatigue,phlegm,chest_pain,rusty_sputum,,
Tuberculosis,chills,vomiting,fatigue,weight_loss,cough,breathlessness,sweating,loss_of_appetite,fever,jaundice,swollen_lymph_nodes,fatigue,phlegm,chest_pain,rusty_sputum,,
Tuberculosis,chills,vomiting,fatigue,weight_loss,cough,fever,sweating,loss_of_appetite,fever,jaundice,swollen_lymph_nodes,fatigue,phlegm,chest_pain,rusty_sputum,,
Tuberculosis,chills,vomiting,fatigue,weight_loss,cough,fever,breathlessness,loss_of_appetite,fever,jaundice,swollen_lymph_nodes,fatigue,phlegm,chest_pain,rusty_sputum,,
Common Cold,sneezing,chills,fatigue,cough,fever,headache,swollen_lymph_nodes,fatigue,phlegm,throat_irritation,eye_irritation,nasal_congestion,runny_nose,nasal_congestion,chest_pain,loss_of_smell,muscle_pain
Common Cold,sneezing,chills,fatigue,cough,fever,headache,swollen_lymph_nodes,fatigue,phlegm,throat_irritation,eye_irritation,nasal_congestion,runny_nose,nasal_congestion,chest_pain,loss_of_smell,muscle_pain
Common Cold,chills,fatigue,cough,fever,headache,swollen_lymph_nodes,fatigue,phlegm,throat_irritation,eye_irritation,nasal_congestion,runny_nose,nasal_congestion,chest_pain,loss_of_smell,muscle_pain,
Common Cold,sneezing,fatigue,cough,fever,headache,swollen_lymph_nodes,fatigue,phlegm,throat_irritation,eye_irritation,nasal_congestion,runny_nose,nasal_congestion,chest_pain,loss_of_smell,muscle_pain,
Common Cold,sneezing,chills,cough,fever,headache,swollen_lymph_nodes,fatigue,phlegm,throat_irritation,eye_irritation,nasal_congestion,runny_nose,nasal_congestion,chest_pain,loss_of_smell,muscle_pain,
Common Cold,sneezing,chills,fatigue,fever,headache,swollen_lymph_nodes,fatigue,phlegm,throat_irritation,eye_irritation,nasal_congestion,runny_nose,nasal_congestion,chest_pain,loss_of_smell,muscle_pain,
Common Cold,sneezing,chills,fatigue,cough,headache,swollen_lymph_nodes,fatigue,phlegm,throat_irritation,eye_irritation,nasal_congestion,runny_nose,nasal_congestion,chest_pain,loss_of_smell,muscle_pain,
Common Cold,sneezing,chills,fatigue,cough,fever,swollen_lymph_nodes,fatigue,phlegm,throat_irritation,eye_irritation,nasal_congestion,runny_nose,nasal_congestion,chest_pain,loss_of_smell,muscle_pain,
Common Cold,sneezing,chills,fatigue,cough,fever,headache,fatigue,phlegm,throat_irritation,eye_irritation,nasal_congestion,runny_nose,nasal_congestion,chest_pain,loss_of_smell,muscle_pain,
Common Cold,sneezing,chills,fatigue,cough,fever,headache,swollen_lymph_nodes,phlegm,throat_irritation,eye_irritation,nasal_congestion,runny_nose,nasal_congestion,chest_pain,loss_of_smell,muscle_pain,
Pneumonia,chills,fatigue,cough,fever,breathlessness,sweating,fatigue,chest_pain,palpitations,phlegm,,,,,,,
Pneumonia,chills,fatigue,cough,fever,breathlessness,sweating,fatigue,phlegm,chest_pain,palpitations,phlegm,,,,,,
Pneumonia,chills,fatigue,cough,fever,breathlessness,sweating,fatigue,phlegm,chest_pain,palpitations,phlegm,,,,,,
Pneumonia,fatigue,cough,fever,breathlessness,sweating,fatigue,phlegm,chest_pain,palpitations,phlegm,,,,,,,
Pneumonia,chills,cough,fever,breathlessness,sweating,fatigue,phlegm,chest_pain,palpitations,phlegm,,,,,,,
Pneumonia,chills,fatigue,fever,breathlessness,sweating,fatigue,phlegm,chest_pain,palpitations,phlegm,,,,,,,
Pneumonia,chills,fatigue,cough,breathlessness,sweating,fatigue,phlegm,chest_pain,palpitations,phlegm,,,,,,,
Pneumonia,chills,fatigue,cough,fever,sweating,fatigue,phlegm,chest_pain,palpitations,phlegm,,,,,,,
Pneumonia,chills,fatigue,cough,fever,breathlessness,fatigue,phlegm,chest_pain,palpitations,phlegm,,,,,,,
Pneumonia,chills,fatigue,cough,fever,breathlessness,sweating,phlegm,chest_pain,palpitations,phlegm,,,,,,,
Dimorphic hemmorhoids(piles),constipation,anal_pain,anal_pain,stomach_bleeding,irritation_in_anus,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),constipation,anal_pain,anal_pain,stomach_bleeding,irritation_in_anus,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),constipation,anal_pain,anal_pain,stomach_bleeding,irritation_in_anus,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),anal_pain,anal_pain,stomach_bleeding,irritation_in_anus,,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),constipation,anal_pain,stomach_bleeding,irritation_in_anus,,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),constipation,anal_pain,stomach_bleeding,irritation_in_anus,,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),constipation,anal_pain,anal_pain,irritation_in_anus,,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),constipation,anal_pain,anal_pain,stomach_bleeding,,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),constipation,anal_pain,anal_pain,stomach_bleeding,irritation_in_anus,,,,,,,,,,,,
Dimorphic hemmorhoids(piles),constipation,anal_pain,anal_pain,stomach_bleeding,irritation_in_anus,,,,,,,,,,,,
Heart attack,vomiting,breathlessness,sweating,chest_pain,,,,,,,,,,,,,
Heart attack,vomiting,breathlessness,sweating,chest_pain,,,,,,,,,,,,,
Heart attack,breathlessness,sweating,chest_pain,,,,,,,,,,,,,,
Heart attack,vomiting,sweating,chest_pain,,,,,,,,,,,,,,
Heart attack,vomiting,breathlessness,chest_pain,,,,,,,,,,,,,,
Heart attack,vomiting,breathlessness,sweating,,,,,,,,,,,,,,
Heart attack,vomiting,breathlessness,sweating,chest_pain,,,,,,,,,,,,,
Heart attack,breathlessness,sweating,chest_pain,,,,,,,,,,,,,,
Heart attack,vomiting,sweating,chest_pain,,,,,,,,,,,,,,
Heart attack,vomiting,breathlessness,chest_pain,,,,,,,,,,,,,,
Varicose veins,fatigue,cramps,bruising,obesity,edema,varicose_veins,varicose_veins,,,,,,,,,,
Varicose veins,fatigue,cramps,bruising,obesity,edema,varicose_veins,varicose_veins,,,,,,,,,,
Varicose veins,cramps,bruising,obesity,edema,varicose_veins,varicose_veins,,,,,,,,,,,
Varicose veins,fatigue,bruising,obesity,edema,varicose_veins,varicose_veins,,,,,,,,,,,
Varicose veins,fatigue,cramps,obesity,edema,varicose_veins,varicose_veins,,,,,,,,,,,
Varicose veins,fatigue,cramps,bruising,edema,varicose_veins,varicose_veins,,,,,,,,,,,
Varicose veins,fatigue,cramps,bruising,obesity,varicose_veins,varicose_veins,,,,,,,,,,,
Varicose veins,fatigue,cramps,bruising,obesity,edema,varicose_veins,,,,,,,,,,,
Varicose veins,fatigue,cramps,bruising,obesity,edema,varicose_veins,,,,,,,,,,,
Varicose veins,fatigue,cramps,bruising,obesity,edema,varicose_veins,,,,,,,,,,,
Hypothyroidism,fatigue,weight_gain,cold_extremities,mood_swings,fatigue,dizziness,edema,enlarged_thyroid,nail_abnormalities,edema,depression,irritability,abnormal_menstruation,,,,
Hypothyroidism,fatigue,weight_gain,cold_extremities,mood_swings,fatigue,dizziness,edema,enlarged_thyroid,nail_abnormalities,edema,depression,irritability,abnormal_menstruation,,,,
Hypothyroidism,weight_gain,cold_extremities,mood_swings,fatigue,dizziness,edema,enlarged_thyroid,nail_abnormalities,edema,depression,irritability,abnormal_menstruation,,,,,
Hypothyroidism,weight_gain,cold_extremities,mood_swings,fatigue,dizziness,edema,enlarged_thyroid,nail_abnormalities,edema,depression,irritability,abnormal_menstruation,,,,,
Hypothyroidism,fatigue,cold_extremities,mood_swings,fatigue,dizziness,edema,enlarged_thyroid,nail_abnormalities,edema,depression,irritability,abnormal_menstruation,,,,,
Hypothyroidism,fatigue,weight_gain,mood_swings,fatigue,dizziness,edema,enlarged_thyroid,nail_abnormalities,edema,depression,irritability,abnormal_menstruation,,,,,
Hypothyroidism,fatigue,weight_gain,cold_extremities,fatigue,dizziness,edema,enlarged_thyroid,nail_abnormalities,edema,depression,irritability,abnormal_menstruation,,,,,
Hypothyroidism,fatigue,weight_gain,cold_extremities,mood_swings,dizziness,edema,enlarged_thyroid,nail_abnormalities,edema,depression,irritability,abnormal_menstruation,,,,,
Hypothyroidism,fatigue,weight_gain,cold_extremities,mood_swings,fatigue,edema,enlarged_thyroid,nail_abnormalities,edema,depression,irritability,abnormal_menstruation,,,,,
Hypothyroidism,fatigue,weight_gain,cold_extremities,mood_swings,fatigue,dizziness,enlarged_thyroid,nail_abnormalities,edema,depression,irritability,abnormal_menstruation,,,,,
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,palpitations,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,,,,,,
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,palpitations,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,,,,,,
Hyperthyroidism,mood_swings,weight_loss,restlessness,sweating,diarrhoea,palpitations,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,,,,,,,
Hyperthyroidism,fatigue,weight_loss,restlessness,sweating,diarrhoea,palpitations,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,,,,,,,
Hyperthyroidism,fatigue,mood_swings,restlessness,sweating,diarrhoea,palpitations,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,,,,,,,
Hyperthyroidism,fatigue,mood_swings,weight_loss,sweating,diarrhoea,palpitations,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,,,,,,,
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,diarrhoea,palpitations,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,,,,,,,
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,palpitations,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,,,,,,,
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,,,,,,,
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,palpitations,muscle_weakness,irritability,abnormal_menstruation,,,,,,,
Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,visual_disturbances,excessive_hunger,slurred_speech,irritability,palpitations,,,,,,
Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,visual_disturbances,excessive_hunger,dry_lips,slurred_speech,irritability,palpitations,,,,,
Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,visual_disturbances,excessive_hunger,dry_lips,slurred_speech,irritability,palpitations,,,,,
Hypoglycemia,fatigue,anxiety,sweating,headache,nausea,visual_disturbances,excessive_hunger,dry_lips,slurred_speech,irritability,palpitations,,,,,,
Hypoglycemia,vomiting,anxiety,sweating,headache,nausea,visual_disturbances,excessive_hunger,dry_lips,slurred_speech,irritability,palpitations,,,,,,
Hypoglycemia,vomiting,fatigue,sweating,headache,nausea,visual_disturbances,excessive_hunger,dry_lips,slurred_speech,irritability,palpitations,,,,,,
Hypoglycemia,vomiting,fatigue,anxiety,headache,nausea,visual_disturbances,excessive_hunger,dry_lips,slurred_speech,irritability,palpitations,,,,,,
Hypoglycemia,vomiting,fatigue,anxiety,sweating,nausea,visual_disturbances,excessive_hunger,dry_lips,slurred_speech,irritability,palpitations,,,,,,
Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,visual_disturbances,excessive_hunger,dry_lips,slurred_speech,irritability,palpitations,,,,,,
Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,excessive_hunger,dry_lips,slurred_speech,irritability,palpitations,,,,,,
Osteoarthristis,joint_pain,neck_pain,joint_pain,joint_pain,swelling_joints,joint_pain,,,,,,,,,,,
Osteoarthristis,joint_pain,neck_pain,joint_pain,joint_pain,swelling_joints,joint_pain,,,,,,,,,,,
Osteoarthristis,neck_pain,joint_pain,joint_pain,swelling_joints,joint_pain,,,,,,,,,,,,
Osteoarthristis,joint_pain,joint_pain,joint_pain,swelling_joints,joint_pain,,,,,,,,,,,,
Osteoarthristis,joint_pain,neck_pain,joint_pain,swelling_joints,joint_pain,,,,,,,,,,,,
Osteoarthristis,joint_pain,neck_pain,joint_pain,swelling_joints,joint_pain,,,,,,,,,,,,
Osteoarthristis,joint_pain,neck_pain,joint_pain,joint_pain,joint_pain,,,,,,,,,,,,
Osteoarthristis,joint_pain,neck_pain,joint_pain,joint_pain,swelling_joints,,,,,,,,,,,,
Osteoarthristis,joint_pain,neck_pain,joint_pain,joint_pain,swelling_joints,joint_pain,,,,,,,,,,,
Osteoarthristis,joint_pain,neck_pain,joint_pain,joint_pain,swelling_joints,joint_pain,,,,,,,,,,,
Arthritis,muscle_weakness,stiffness,swelling_joints,stiffness,joint_pain,,,,,,,,,,,,
Arthritis,muscle_weakness,stiffness,swelling_joints,stiffness,joint_pain,,,,,,,,,,,,
Arthritis,stiffness,swelling_joints,stiffness,joint_pain,,,,,,,,,,,,,
Arthritis,muscle_weakness,swelling_joints,stiffness,joint_pain,,,,,,,,,,,,,
Arthritis,muscle_weakness,stiffness,stiffness,joint_pain,,,,,,,,,,,,,
Arthritis,muscle_weakness,stiffness,swelling_joints,joint_pain,,,,,,,,,,,,,
Arthritis,muscle_weakness,stiffness,swelling_joints,stiffness,joint_pain,,,,,,,,,,,,
Arthritis,muscle_weakness,stiffness,swelling_joints,stiffness,,,,,,,,,,,,,
Arthritis,muscle_weakness,stiffness,swelling_joints,stiffness,joint_pain,,,,,,,,,,,,
Arthritis,muscle_weakness,stiffness,swelling_joints,stiffness,joint_pain,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,vertigo,vertigo,vertigo,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,vertigo,vertigo,vertigo,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,headache,nausea,vertigo,vertigo,vertigo,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,nausea,vertigo,vertigo,vertigo,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,vertigo,vertigo,vertigo,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,vertigo,vertigo,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,vertigo,vertigo,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,vertigo,vertigo,,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,vertigo,vertigo,vertigo,,,,,,,,,,,
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,vertigo,vertigo,,,,,,,,,,,,
Acne,skin_rash,acne,acne,skin_peeling,,,,,,,,,,,,,
Acne,skin_rash,acne,acne,skin_peeling,,,,,,,,,,,,,
Acne,acne,acne,skin_peeling,,,,,,,,,,,,,,
Acne,skin_rash,acne,skin_peeling,,,,,,,,,,,,,,
Acne,skin_rash,acne,skin_peeling,,,,,,,,,,,,,,
Acne,skin_rash,acne,acne,,,,,,,,,,,,,,
Acne,skin_rash,acne,acne,skin_peeling,,,,,,,,,,,,,
Acne,skin_rash,acne,acne,,,,,,,,,,,,,,
Acne,skin_rash,acne,skin_peeling,,,,,,,,,,,,,,
Acne,skin_rash,acne,skin_peeling,,,,,,,,,,,,,,
Urinary tract infection,urinary_discomfort,bladder_discomfort,urinary_discomfort,urinary_discomfort,,,,,,,,,,,,,
Urinary tract infection,urinary_discomfort,bladder_discomfort,urinary_discomfort,urinary_discomfort,,,,,,,,,,,,,
Urinary tract infection,bladder_discomfort,urinary_discomfort,urinary_discomfort,,,,,,,,,,,,,,
Urinary tract infection,urinary_discomfort,urinary_discomfort,urinary_discomfort,,,,,,,,,,,,,,
Urinary tract infection,urinary_discomfort,bladder_discomfort,urinary_discomfort,,,,,,,,,,,,,,
Urinary tract infection,urinary_discomfort,bladder_discomfort,urinary_discomfort,,,,,,,,,,,,,,
Urinary tract infection,urinary_discomfort,bladder_discomfort,urinary_discomfort,urinary_discomfort,,,,,,,,,,,,,
Urinary tract infection,urinary_discomfort,bladder_discomfort,urinary_discomfort,,,,,,,,,,,,,,
Urinary tract infection,bladder_discomfort,urinary_discomfort,urinary_discomfort,,,,,,,,,,,,,,
Urinary tract infection,urinary_discomfort,bladder_discomfort,urinary_discomfort,,,,,,,,,,,,,,
Psoriasis,skin_rash,joint_pain,skin_peeling,skin_peeling,nail_abnormalities,nail_abnormalities,,,,,,,,,,,
Psoriasis,skin_rash,joint_pain,skin_peeling,skin_peeling,nail_abnormalities,nail_abnormalities,,,,,,,,,,,
Psoriasis,joint_pain,skin_peeling,skin_peeling,nail_abnormalities,nail_abnormalities,,,,,,,,,,,,
Psoriasis,skin_rash,skin_peeling,skin_peeling,nail_abnormalities,nail_abnormalities,,,,,,,,,,,,
Psoriasis,skin_rash,joint_pain,skin_peeling,nail_abnormalities,nail_abnormalities,,,,,,,,,,,,
Psoriasis,skin_rash,joint_pain,skin_peeling,nail_abnormalities,nail_abnormalities,,,,,,,,,,,,
Psoriasis,skin_rash,joint_pain,skin_peeling,skin_peeling,nail_abnormalities,,,,,,,,,,,,
Psoriasis,skin_rash,joint_pain,skin_peeling,skin_peeling,nail_abnormalities,,,,,,,,,,,,
Psoriasis,skin_rash,joint_pain,skin_peeling,skin_peeling,nail_abnormalities,nail_abnormalities,,,,,,,,,,,
Psoriasis,skin_rash,joint_pain,skin_peeling,skin_peeling,nail_abnormalities,nail_abnormalities,,,,,,,,,,,
Impetigo,skin_rash,fever,skin_rash,acne,yellow_crust_ooze,,,,,,,,,,,,
Impetigo,skin_rash,fever,skin_rash,acne,yellow_crust_ooze,,,,,,,,,,,,
Impetigo,fever,skin_rash,acne,yellow_crust_ooze,,,,,,,,,,,,,
Impetigo,skin_rash,skin_rash,acne,yellow_crust_ooze,,,,,,,,,,,,,
Impetigo,skin_rash,skin_rash,acne,yellow_crust_ooze,,,,,,,,,,,,,
Impetigo,skin_rash,fever,acne,yellow_crust_ooze,,,,,,,,,,,,,
Impetigo,skin_rash,fever,skin_rash,yellow_crust_ooze,,,,,,,,,,,,,
Impetigo,skin_rash,fever,skin_rash,acne,,,,,,,,,,,,,
Impetigo,skin_rash,fever,skin_rash,acne,yellow_crust_ooze,,,,,,,,,,,,
Impetigo,skin_rash,skin_rash,acne,yellow_crust_ooze,,,,,,,,,,,,,
Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic_patches,,,,,,,,,,,,,
Fungal infection,skin_rash,nodal_skin_eruptions,dischromic_patches,,,,,,,,,,,,,,
Fungal infection,itching,nodal_skin_eruptions,dischromic_patches,,,,,,,,,,,,,,
Fungal infection,itching,skin_rash,dischromic_patches,,,,,,,,,,,,,,
Fungal infection,itching,skin_rash,nodal_skin_eruptions,,,,,,,,,,,,,,
Fungal infection,skin_rash,nodal_skin_eruptions,dischromic_patches,,,,,,,,,,,,,,
Fungal infection,itching,nodal_skin_eruptions,dischromic_patches,,,,,,,,,,,,,,
Fungal infection,itching,skin_rash,dischromic_patches,,,,,,,,,,,,,,
Fungal infection,itching,skin_rash,nodal_skin_eruptions,,,,,,,,,,,,,,
Fungal infection,itching,skin_rash,nodal_skin_eruptions,dischromic_patches,,,,,,,,,,,,,
Allergy,sneezing,chills,chills,eye_irritation,,,,,,,,,,,,,
Allergy,chills,chills,eye_irritation,,,,,,,,,,,,,,
Allergy,sneezing,chills,eye_irritation,,,,,,,,,,,,,,
Allergy,sneezing,chills,eye_irritation,,,,,,,,,,,,,,
Allergy,sneezing,chills,chills,,,,,,,,,,,,,,
Allergy,chills,chills,eye_irritation,,,,,,,,,,,,,,
Allergy,sneezing,chills,eye_irritation,,,,,,,,,,,,,,
Allergy,sneezing,chills,eye_irritation,,,,,,,,,,,,,,
Allergy,sneezing,chills,chills,,,,,,,,,,,,,,
Allergy,sneezing,chills,chills,eye_irritation,,,,,,,,,,,,,
GERD,abdominal_pain,indigestion,mouth_ulcers,vomiting,cough,chest_pain,,,,,,,,,,,
GERD,abdominal_pain,mouth_ulcers,vomiting,cough,chest_pain,,,,,,,,,,,,
GERD,abdominal_pain,indigestion,vomiting,cough,chest_pain,,,,,,,,,,,,
GERD,abdominal_pain,indigestion,mouth_ulcers,cough,chest_pain,,,,,,,,,,,,
GERD,abdominal_pain,indigestion,mouth_ulcers,vomiting,chest_pain,,,,,,,,,,,,
GERD,abdominal_pain,indigestion,mouth_ulcers,vomiting,cough,,,,,,,,,,,,
GERD,indigestion,mouth_ulcers,vomiting,cough,chest_pain,,,,,,,,,,,,
GERD,abdominal_pain,mouth_ulcers,vomiting,cough,chest_pain,,,,,,,,,,,,
